시군명,농장명,축종명,상세구분,사육두수(마리),소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,데이터기준일자,비고
고양시,굿모닝농장,닭,산란계,640,10313,경기도 고양시 일산동구 성석동 69번지,경기도 고양시 일산동구 성석동 69번지,37.7034673254,126.8114027523,20231208,
고양시,금화농장,닭,육계,28000,10256,경기도 고양시 일산동구 지영동 732번지 733번지,경기도 고양시 일산동구 지영동 732번지 733번지,,,20231208,
고양시,내유농장,닭,육계,30000,10264,경기도 고양시 덕양구 내유동 96번지,경기도 고양시 덕양구 내유동 96번지,37.7240980905,126.8618684740,20231208,
고양시,다온,닭,육계,14,10455,경기도 고양시 덕양구 호국로 659-16 (화정동),경기도 고양시 덕양구 화정동 795번지 5호,37.6468802364,126.8282486811,20231208,
고양시,닭미장,닭,육계,20,10276,경기도 고양시 덕양구 선유동 114번지 1호,경기도 고양시 덕양구 선유동 114번지 1호,,,20231208,
고양시,덕이축산,닭,육계,45000,10224,경기도 고양시 일산서구 송산로 464-38 (덕이동),"경기도 고양시 일산서구 덕이동 1378번지 , 1379-1, 1379-2",37.6858503342,126.7303837583,20231208,
고양시,도 농장,닭,산란계,305,10220,경기도 고양시 일산서구 법곳동 1537번지,경기도 고양시 일산서구 법곳동 1537번지,37.6678222925,126.7164420119,20231208,
고양시,동물농장,닭,육계,70,10284,경기도 고양시 덕양구 통일로493번안길 53-22 (신원동),경기도 고양시 덕양구 신원동 산 3번지 1호,37.6810066244,126.8830910610,20231208,
고양시,두메토종닭,닭,육계,74,10293,경기도 고양시 덕양구 수역이길 119-29 (성사동),경기도 고양시 덕양구 성사동 429번지 2호,37.6568312970,126.8475907340,20231208,
고양시,뜰안에,닭,산란계,50,10299,경기도 고양시 일산동구 식사동 1313번지,경기도 고양시 일산동구 식사동 1313번지,37.6763512986,126.8190993635,20231208,
고양시,루기농장,닭,육계,24000,10205,경기도 고양시 일산서구 덕산로195번길 112 (가좌동),경기도 고양시 일산서구 가좌동 545번지 1호,37.6993616068,126.7222242736,20231208,
고양시,법곳농장,닭,육계,50000,10220,경기도 고양시 일산서구 송포로113번길 191-41 (법곳동),경기도 고양시 일산서구 법곳동 748번지 7호,37.6683581258,126.7225025965,20231208,
고양시,부자농장,닭,육계,12,10276,경기도 고양시 덕양구 서리골길124번길 19-53 (선유동),경기도 고양시 덕양구 선유동 102번지,37.6937116461,126.9160043995,20231208,
고양시,산너머농장,닭,산란계,100,10329,경기도 고양시 일산동구 중산로 306-142 (성석동),경기도 고양시 일산동구 성석동 1294번지 1호,37.6986860125,126.7894067604,20231208,
고양시,서울농장,닭,산란계,12000,10299,경기도 고양시 일산동구 사리현로 96 (식사동),경기도 고양시 일산동구 식사동 산 12번지 3호,37.6894981371,126.8304050457,20231208,
고양시,송원농원,닭,산란계,1000,,경기도 고양시 덕양구 대자동 901번지 20호,경기도 고양시 덕양구 대자동 901번지 20호,,,20231208,
고양시,수진농장,닭,산란계,400,10262,경기도 고양시 덕양구 통일로 937-47 (관산동),경기도 고양시 덕양구 관산동 847번지 43호,37.6996303200,126.8548954269,20231208,
고양시,승희네농장,닭,산란계,100,10454,경기도 고양시 덕양구 주교동 1031번지 5호,경기도 고양시 덕양구 주교동 1031번지 5호,37.6534241908,126.8204355523,20231208,
고양시,신선농장,닭,육계,23000,10245,경기도 고양시 일산동구 고봉로 679-36 (성석동),경기도 고양시 일산동구 성석동 1797번지,37.7186655959,126.7874799507,20231208,
고양시,에스에프영농조합법인,닭,산란계,36000,10454,경기도 고양시 덕양구 대주로492번길 14 (주교동),경기도 고양시 덕양구 주교동 1073번지,37.6568019499,126.8247581877,20231208,
고양시,옥자농장,닭,육계,15,10276,경기도 고양시 덕양구 선유동 109번지,경기도 고양시 덕양구 선유동 109번지,37.6934360854,126.9152269952,20231208,
고양시,원당농원,닭,육계,300,10455,경기도 고양시 덕양구 화정동 806번지 1호,경기도 고양시 덕양구 화정동 806번지 1호,37.6423544799,126.8249003208,20231208,
고양시,원당농장,닭,육계,25,10290,경기도 고양시 덕양구 공양왕길 56 (원당동),경기도 고양시 덕양구 원당동 934번지,37.6756092051,126.8433099571,20231208,
고양시,원일농장,닭,육계,150,10261,경기도 고양시 일산동구 사리현동 150번지,경기도 고양시 일산동구 사리현동 150번지,37.6944324577,126.8498154193,20231208,
고양시,유나네자연숲농장,닭,산란계,500,10260,경기도 고양시 일산동구 공릉천로71번길 5 (사리현동),경기도 고양시 일산동구 사리현동 885번지,37.6994307041,126.8448467804,20231208,
고양시,유학농장,닭,육계,90,10453,경기도 고양시 일산동구 산황동 771번지 1호,경기도 고양시 일산동구 산황동 771번지 1호,,,20231208,
고양시,인호농원,닭,육계,700,10455,경기도 고양시 덕양구 호국로 551-28 (화정동),경기도 고양시 덕양구 화정동 810번지 1호,37.6379397436,126.8236368403,20231208,
고양시,장원농장,닭,육계,2500,10439,경기도 고양시 덕양구 행신로 41 (행주내동),경기도 고양시 덕양구 행주내동 653번지 1호,37.6144046475,126.8218332267,20231208,
고양시,장항양계,닭,산란계,37000,10201,경기도 고양시 일산서구 구산동 681번지,경기도 고양시 일산서구 구산동 681번지,37.6882831596,126.6925338689,20231208,
고양시,전우농장,닭,육계,90,10488,경기도 고양시 덕양구 서정로65번길 21 (도내동),경기도 고양시 덕양구 도내동 790번지 9호,37.6207427393,126.8542745828,20231208,
고양시,전일양계장,닭,육계,30000,10203,경기도 고양시 일산서구 법곳길 200-10 (법곳동),경기도 고양시 일산서구 법곳동 1602번지,37.6656042412,126.7176785293,20231208,
고양시,정석농원,닭,육계,150,10207,경기도 고양시 일산서구 구산로54번길 172-8 (구산동),경기도 고양시 일산서구 구산동 1090번지,37.6879722738,126.7105138333,20231208,
고양시,준농장,닭,산란계,200,10256,경기도 고양시 일산동구 지영로148번길 45(지영동),경기도 고양시 일산동구 지영동 736번지 737,37.7124343980,126.8252520547,20231208,
고양시,지축농장,닭,육계,300,10584,경기도 고양시 덕양구 지축동 산 88번지 6호,경기도 고양시 덕양구 지축동 산 88번지 6호,37.6490513607,126.9235624105,20231208,
고양시,청솔농장,닭,산란계,200,10425,경기도 고양시 일산서구 멱절길 45 (법곳동),경기도 고양시 일산서구 법곳동 267번지 6호,37.6593262401,126.7278913468,20231208,
고양시,청송,닭,육계,27000,10208,경기도 고양시 일산서구 가좌로140번길 29-1 (가좌동),경기도 고양시 일산서구 가좌동 951번지 1호,37.6849423998,126.7143452679,20231208,
고양시,토담농장,닭,산란계,80,10453,경기도 고양시 일산동구 산황동 693번지 3호,경기도 고양시 일산동구 산황동 693번지 3호,,,20231208,
고양시,풍동농장,닭,산란계,40,,경기도 고양시 일산동구 풍산로 129 (풍동),경기도 고양시 일산동구 풍동 1190번지 2호,37.6628819372,126.7922043083,20231208,
고양시,풍동농장,닭,산란계,350,10300,경기도 고양시 일산동구 백마로502번길 89-11 (풍동),경기도 고양시 일산동구 풍동 1012번지,37.6588071086,126.8037772960,20231208,
고양시,효성농장,닭,육계,1000,10262,경기도 고양시 덕양구 통일로 915-98 (관산동),경기도 고양시 덕양구 관산동 847번지 89호,37.6985689144,126.8520007115,20231208,
과천시,구정치,닭,닭,20,13823,경기도 과천시 궁말로 4,경기도 과천시 과천동 638-3,37.4396061917,127.0095493754,20250123,
과천시,김흥익,닭,닭,25,13820,경기도 과천시 삼부골2로 12-75,경기도 과천시 주암동 479,37.4438730909,127.0213803910,20250123,
과천시,김흥태,닭,닭,3,13825,경기도 과천시 매봉로 49,경기도 과천시 문원동 938-1,37.4125581368,126.9971599490,20250123,
과천시,대실꽃농원,닭+오리,,4,13821,경기도 과천시 광창로 24,경기도 과천시 과천동 139-13,37.4480647679,127.0082844656,20250123,
과천시,박재명,닭,닭,10,13820,경기도 과천시 추사로 53,경기도 과천시 주암동 254-1,37.4517600010,127.0258412819,20250123,
과천시,봉동훈,닭,닭,13,13826,경기도 과천시 사기막1길 4,경기도 과천시 문원동 324-3,37.4197123761,126.9986603923,20250123,
과천시,심명천,닭,닭,4,13820,경기도 과천시 삼부골2로10,경기도 과천시 주암동 440-1,37.4464279635,127.0223702883,20250123,
과천시,양광석,닭,닭,60,13827,경기도 과천시 윗배랭이길 20,경기도 과천시 문원동 180-1,37.4256192177,127.0057639822,20250123,
과천시,친환경 토종닭 농장,닭,닭,450,13825,,경기도 과천시 문원동 501,37.4137104457,126.9970907345,20250123,
과천시,할머니보리밥집,닭,닭,15,13825,경기도 과천시 매봉로 26,경기도 과천시 문원동 923-3,37.4128981922,126.9944682142,20250123,
광명시,원광농장,,육계,100,,,경기도 광명시 광명동 537번지,37.4614030000,126.8431030000,,
광주시,광주농장,산란계,,59000,12729,경기도 광주시 초월읍 신월리 409-1,경기도 광주시 초월읍 신월리 409-1,37.4108027367,127.3075375101,20240531,
광주시,길샘축산,산란계,,117400,12731,경기도 광주시 초월읍 학동리 88,경기도 광주시 초월읍 학동리 88,37.3894704471,127.3400591834,20240531,
광주시,대승농장,산란계,,38400,12735,경기도 광주시 초월읍 대쌍령리 53,경기도 광주시 초월읍 대쌍령리 53,37.3841433626,127.2935646921,20240531,
광주시,영일농장,산란계,,185000,12726,경기도 광주시 곤지암읍 유사리 355-4,경기도 광주시 곤지암읍 유사리 355-4,37.3727497075,127.4075896764,20240531,
군포시,김**,닭,육계,,15884,,경기도 군포시 대야미동 490,37.3204205562,126.9209532564,20240305,
군포시,음**,닭,육계,,,,경기도 군포시 대야미동 16,37.3353976856,126.9241755220,20240305,
군포시,주**,닭,육계,,15892,경기도 군포시 호수로 43-117,경기도 군포시 둔대동 519-1,37.3246836949,126.8813206157,20240305,
군포시,최**,닭,육계,,15887,경기도 군포시 호수로 470,경기도 군포시 대야미동 17번지,37.3358073002,126.9242955991,20240305,
김포시,가우농장,닭,산란계,16000,10030,경기도 김포시 통진읍 가현로149번길 151-13,경기도 김포시 통진읍 가현리 633번지,37.6775322074,126.5853734062,20191202,
김포시,가현농장,닭,산란계,40000,10030,경기도 김포시 통진읍 가현로 129,경기도 김포시 통진읍 가현리 604번지 6호 외 2필지,37.6751797644,126.5881683560,20191202,
김포시,가현농장,닭,산란계,8000,10030,,경기도 김포시 통진읍 가현리 산 50번지,37.6782104088,126.5840366219,20191202,
김포시,가현농장,닭,산란계,9700,10030,,경기도 김포시 통진읍 가현리 607번지,,,20191202,
김포시,갈산농장,닭,육계,260,10025,경기도 김포시 월곶면 군하로 134-34,경기도 김포시 월곶면 갈산리 440번지 1호,37.7059418899,126.5613487353,20191202,
김포시,거목농장,닭,육계,60000,10010,경기도 김포시 통진읍 월하로 586-62,경기도 김포시 통진읍 귀전리 712번지 2호,37.7082536404,126.6191548910,20191202,
김포시,공주양계장,닭,육계,12000,10045,,경기도 김포시 양촌읍 유현리 441번지,37.6342161570,126.6156197877,20191202,
김포시,규은농장,닭,산란계,14,10124,경기도 김포시 고촌읍 신기신동로 23-10,경기도 김포시 고촌읍 신곡리 439번지 43호,37.6087058951,126.7729972627,20191202,
김포시,규환농장,닭,육계,250,10006,경기도 김포시 하성면 하성로1091번길 37-14,경기도 김포시 하성면 시암리 491번지,37.7644987125,126.6367102929,20191202,
김포시,금산농장,닭,산란계,45000,10052,경기도 김포시 양촌읍 금포로1491번길 369-11,경기도 김포시 양촌읍 누산리 1036번지 111호,37.6748584657,126.6596922374,20191202,
김포시,금화농장,닭,산란계,227880,10025,경기도 김포시 월곶면 고양로 183-85,경기도 김포시 월곶면 고양리 629번지,37.6891343701,126.5391946813,20191202,
김포시,기원농장,닭,육계,24000,10029,경기도 김포시 통진읍 절골로25번길 98,경기도 김포시 통진읍 옹정리 294번지 3호,37.6846208467,126.5766784703,20191202,
김포시,기철농장,닭,육계,19000,,,경기도 김포시 양촌읍 양곡리 821번지,37.6555979844,126.6330624888,20191202,
김포시,김포 자연 농장,닭,산란계,30000,10014,경기도 김포시 통진읍 하성로 105-106,경기도 김포시 통진읍 수참리 114번지 1호,37.6856695827,126.6255803816,20191202,
김포시,김포동물농장,닭,산란계,170,10076,경기도 김포시 김포대로 1148,경기도 김포시 운양동 213번지 12호,37.6347822025,126.6953685774,20191202,
김포시,김포축산,닭,산란계,11000,10064,경기도 김포시 양촌읍 석모1로 36,경기도 김포시 양촌읍 석모리 547번지 6호,37.6546750028,126.6592735703,20191202,
김포시,깻잎농원,닭,육계,100,10123,경기도 김포시 고촌읍 금포로491번길 35-20,경기도 김포시 고촌읍 풍곡리 75번지 34호,37.6176310179,126.7674827936,20191202,
김포시,농업회사법인 (주)제일영농,닭,육계,1000,10012,,경기도 김포시 하성면 석탄리 734번지 7호,37.7204533762,126.6521694527,20191202,
김포시,담안에 농원,닭,육계,300,10006,경기도 김포시 하성면 하성로 1197-10,경기도 김포시 하성면 시암리 140번지 2호,37.7667518280,126.6453469576,20191202,
김포시,대곶농장,닭,육계,300,10040,,경기도 김포시 대곶면 율생리 570번지,37.6508217219,126.5766436748,20191202,
김포시,대명농장,닭,육계,20000,10040,경기도 김포시 대곶면 대곶로20번길 207,경기도 김포시 대곶면 대명리 57번지,37.6534145431,126.5591989649,20191202,
김포시,대명농장Ⅱ,닭,육계,25000,10040,경기도 김포시 대곶면 학의동로34번길 42,경기도 김포시 대곶면 대명리 583번지,37.6550127473,126.5584305851,20191202,
김포시,대성농장,닭,육계,20000,10049,,경기도 김포시 양촌읍 학운리 1032번지,37.6090818417,126.6002798829,20191202,
김포시,대포농장,닭,육계,30000,10048,,경기도 김포시 양촌읍 대포리 261번지 18호,,,20191202,
김포시,도수농장,닭,산란계,20000,10030,경기도 김포시 통진읍 마송2로104번길 58-25,경기도 김포시 통진읍 마송리 399번지 3호,37.6844219410,126.5893489103,20191202,
김포시,도현 농장,닭,산란계,0,10033,경기도 김포시 통진읍 율마로276번길 45-2,경기도 김포시 통진읍 가현리 798번지,37.6758593416,126.6010768499,20191202,
김포시,동해농장,닭,산란계,12000,10069,,경기도 김포시 양촌읍 구래리 742번지,,,20191202,
김포시,두레농장,닭,육계,1300,10046,경기도 김포시 대곶면 삭시갈마로 73,경기도 김포시 대곶면 대능리 700번지,37.6259596913,126.6007035995,20191202,
김포시,두우농장,닭,육계,23000,,,경기도 김포시 양촌읍 구래리 산 198번지,,,20191202,
김포시,드림농장,닭,산란계,1000,10023,경기도 김포시 월곶면 월하로 87,경기도 김포시 월곶면 갈산리 200번지,37.7133934557,126.5667459420,20191202,
김포시,루디요안 농장,닭,산란계,120,10001,경기도 김포시 월곶면 용강로437번길 45-26,경기도 김포시 월곶면 용강리 335번지 7호,37.7561449727,126.5535402997,20191202,
김포시,말무리농장,닭,산란계,5000,10010,경기도 김포시 통진읍 애기봉로571번길 128-70,경기도 김포시 통진읍 귀전리 84번지,37.7326313145,126.6068254671,20191202,
김포시,명석농장,닭,육계,20000,10022,경기도 김포시 월곶면 고척로 7,경기도 김포시 월곶면 갈산리 19번지,37.7147942666,126.5786867279,20191202,
김포시,무량농장,닭,육계,20000,10045,,경기도 김포시 양촌읍 구래리 295번지 23호,,,20191202,
김포시,문수골농원,닭,육계,35,10000,,경기도 김포시 월곶면 성동리 212번지 7호,37.7402794493,126.5343697164,20191202,
김포시,미혜농장,닭,산란계,1000,10046,,경기도 김포시 대곶면 대능리 622번지 23호,37.6212458738,126.5927044521,20191202,
김포시,미화농장,닭,산란계,12000,10030,,경기도 김포시 통진읍 가현리 625번지 8호,37.6779556025,126.5858630985,20191202,
김포시,민호농장,닭,산란계,10000,10030,경기도 김포시 통진읍 가현로85번길 76,경기도 김포시 통진읍 가현리 665번지,37.6751302882,126.5848018911,20191202,
김포시,밤농장,닭,육계,150,,,경기도 김포시 양촌읍 구래리 산 118번지,,,20191202,
김포시,방글농장,닭,산란계,12000,10013,,경기도 김포시 하성면 봉성리 258번지 2호,37.6932938038,126.6475807852,20191202,
김포시,방씨농장,닭,육계,200,10050,경기도 김포시 대곶면 약암로 522-24,경기도 김포시 대곶면 대벽리 803번지,37.6055575133,126.5618186536,20191202,
김포시,백산농원,닭,육계,10000,,,경기도 김포시 양촌읍 구래리 산 37번지,,,20191202,
김포시,범아농장,닭,산란계,30000,10020,,경기도 김포시 월곶면 포내리 산 14번지 12호,,,20191202,
김포시,병기농장,닭,육계,30000,10028,경기도 김포시 대곶면 대곶로430번길 78,경기도 김포시 대곶면 석정리 238번지,37.6788760714,126.5568816275,20191202,
김포시,봉골농장,닭,산란계,83000,10024,,"경기도 김포시 월곶면 군하리 323번지 2호 ,323-70번지",37.7075202520,126.5535918318,20191202,
김포시,봉룡농장,닭,산란계,14000,10024,경기도 김포시 월곶면 김포대로2659번길 5-178,경기도 김포시 월곶면 군하리 323번지 27호,37.7064203104,126.5524260027,20191202,
김포시,봉림농장,닭,산란계,40000,10038,경기도 김포시 통진읍 가현로 28,경기도 김포시 통진읍 가현리 810번지,37.6674447459,126.5828213367,20191202,
김포시,봉성농장,닭,산란계,30000,10015,경기도 김포시 통진읍 동을산로106번길 172-107,경기도 김포시 통진읍 동을산리 496번지,37.6932678933,126.6195590551,20191202,
김포시,부부농장,닭,육계,40000,10055,경기도 김포시 양촌읍 양곡3로 104-60,경기도 김포시 양촌읍 석모리 690번지 1호,37.6584830929,126.6411364990,20191202,
김포시,부부농장,닭,육계,35000,10056,경기도 김포시 양촌읍 양곡2로 134-78,경기도 김포시 양촌읍 양곡리 183번지 4호,37.6663774628,126.6299112616,20191202,
김포시,산골농장,닭,산란계,15000,10030,,경기도 김포시 통진읍 가현리 산 50번지 3호,37.6784346127,126.5843530530,20191202,
김포시,산천농장,닭,육계,440,10041,,경기도 김포시 대곶면 신안리 247번지 2호,37.6503500151,126.5399324052,20191202,
김포시,상권 농장,닭,산란계,147,10010,경기도 김포시 통진읍 애기봉로523번길 155,경기도 김포시 통진읍 귀전리 103번지 1호,37.7333718829,126.6022771503,20191202,
김포시,상림,닭,산란계,9000,10038,,경기도 김포시 통진읍 가현리 809번지 1호,37.6685143761,126.5835584074,20191202,
김포시,상헌농장,닭,산란계,3000,10004,경기도 김포시 하성면 평화공원로70번길 284-129,경기도 김포시 하성면 가금리 310번지,37.7375576539,126.6075153267,20191202,
김포시,샘재 양계장,닭,육계,25000,,,경기도 김포시 운양동 119번지 8호,37.6484871515,126.6985015796,20191202,
김포시,서울농장,닭,산란계,9800,10027,경기도 김포시 대곶면 율생중앙로 216,경기도 김포시 대곶면 송마리 산 56번지,37.6672119311,126.5721523551,20191202,
김포시,서울양계장,닭,육계,0,10026,경기도 김포시 대곶면 쇄암로89번길 35,경기도 김포시 대곶면 쇄암리 391번지,37.6754348221,126.5447803995,20191202,
김포시,석정농장,닭,육계,45000,10028,,경기도 김포시 대곶면 석정리 237번지,37.6794323770,126.5565683967,20191202,
김포시,성수농장,닭,육계,50000,10014,경기도 김포시 통진읍 하성로 141-32,경기도 김포시 통진읍 수참리 67번지 1호,37.6891135590,126.6305870530,20191202,
김포시,성호농장,닭,산란계,21,10013,,경기도 김포시 하성면 하사리 202번지,37.6980362926,126.6366875789,20191202,
김포시,세명농장,닭,산란계,40000,10047,,경기도 김포시 양촌읍 학운리 253번지,,,20191202,
김포시,수현2 농장,닭,육계,30000,10020,경기도 김포시 월곶면 포내로 124,경기도 김포시 월곶면 포내리 252번지 4호,37.7255878634,126.5287836788,20191202,
김포시,수현농장,닭,육계,25000,10020,경기도 김포시 월곶면 포내로 102-39,경기도 김포시 월곶면 포내리 251번지 6호,37.7242479690,126.5291529365,20191202,
김포시,시암청정농원,닭,육계,400,10006,,경기도 김포시 하성면 시암리 396번지,37.7614721242,126.6339432192,20191202,
김포시,신미농장,닭,육계,30000,10055,경기도 김포시 양촌읍 김포한강4로278번길 103-20,경기도 김포시 양촌읍 석모리 146번지,37.6562585255,126.6513312640,20191202,
김포시,써니농장,닭,산란계,22000,10030,경기도 김포시 통진읍 율마로275번길 200,경기도 김포시 통진읍 가현리 162번지 3호,37.6724170856,126.5882596686,20191202,
김포시,안골농원,닭,산란계,6000,10002,,경기도 김포시 월곶면 조강리 107번지 109호,37.7473935506,126.5862566680,20191202,
김포시,약산농장,닭,산란계,10000,10042,,경기도 김포시 대곶면 약암리 47번지 1호,,,20191202,
김포시,약산농장,닭,산란계,12000,10042,경기도 김포시 대곶면 대곶서로89번길 81-26,경기도 김포시 대곶면 약암리 산 47번지 1호,37.6344641782,126.5699667364,20191202,
김포시,약산농장,닭,육계,20000,10042,경기도 김포시 대곶면 대곶서로89번길 131,경기도 김포시 대곶면 약암리 262번지 1호,37.6356191632,126.5689889809,20191202,
김포시,약산동해농장,닭,산란계,12000,10042,경기도 김포시 대곶면 대곶서로89번길 81-26,경기도 김포시 대곶면 약암리 산 47번지 1호,37.6344641782,126.5699667364,20191202,
김포시,양지농장,닭,산란계,12000,10030,경기도 김포시 통진읍 가현로85번길 68,경기도 김포시 통진읍 가현리 668번지 3호,37.6745048841,126.5855126260,20191202,
김포시,연주농장,닭,육계,2500,10047,경기도 김포시 양촌읍 삭시갈마로 39,경기도 김포시 양촌읍 학운리 815번지 1호,37.6232433961,126.6014502273,20191202,
김포시,영경농장,닭,산란계,4,10124,,경기도 김포시 고촌읍 신곡리 183번지 3호,37.6032779975,126.7846605955,20191202,
김포시,영창농장,닭,육계,20000,10042,,경기도 김포시 대곶면 대벽리 185번지,37.6341256470,126.5788122670,20191202,
김포시,영철농장,닭,육계,25000,,,경기도 김포시 양촌읍 구래리 652번지 1호,,,20191202,
김포시,옥화농장,닭,산란계,20,10005,,경기도 김포시 하성면 마조리 209번지 17호,37.7510897284,126.6357194931,20191202,
김포시,용농장,닭,육계,0,10095,,경기도 김포시 고촌읍 향산리 906번지 1호,37.6214110326,126.7348248313,20191202,
김포시,우리집토종닭,닭,육계,300,10012,,경기도 김포시 하성면 석탄리 491번지 32호,37.7252300328,126.6320813425,20191202,
