farm_id,city,county,farm_name,farm_address,latitude,longitude,livestock_name,livestock_type,head_count,survey_date,reference_date,outbreak_date,label_infected,humidity,min_temp_7d,precipitation_7d,wind_speed_avg_7d
9e9f8a1cd6463e73a3b672f461d6de4a,경기도,안성시,진가네농장,경기도 안성시 대덕면 한사울길 81-34,37.0613217865108,127.274677713054,닭,육계,40000,2025-04-30,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
643fa0f081bc1b9d261f207c006250de,경기도,안성시,진촌 농장,경기도 안성시 공도읍 진사리 112번지 4호,36.9874255881,127.1370077874,닭,산란계,13500,2021-09-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
3112d65b891ee6fe8d472769d54d6625,경기도,안성시,천일농장,경기도 안성시 보개면 곡천리 118번지,37.0289867029,127.2928995501,닭,육계,30000,2021-09-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
d5ea9785d469da23db8f66087cb075d5,경기도,안성시,천하오리,경기도 안성시 일죽면 산북리 140번지,37.0807442,127.5117382,오리,,8500,2020-05-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
7d21d9db835012e666430f522dc16fa3,경기도,안성시,천호농장,경기도 안성시 보개면 구사리 산 35번지 1호,37.0272473845,127.3037762251,닭,육계,30000,2021-07-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
530a4924f51c4ca90cef0fb0b6b25d28,경기도,안성시,천호농장,경기도 안성시 보개면 남사당로 106-31,37.0272473845,127.3037762251,닭,육계,30000,2025-07-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
d6b68563217872fdd71a50c0cc450225,경기도,안성시,청보농장,경기도 안성시 서운면 사갑1길 191-24,36.9287914859,127.24238445,오리,오리,30000,2025-04-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
1e348ad9e54060b85a1893ab27991997,경기도,안성시,청보농장,경기도 안성시 서운면 신흥리 248번지 외 5필지,36.9287914859,127.24238445,오리,,30000,2025-04-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
cf204212ac197e2e9e97e1d7d5cde220,경기도,안성시,청산농장,경기도 안성시 공도읍 마정리 433번지 2호,37.0153418419,127.1941376365,닭,산란계,100000,2021-06-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
716fa839990e810fe7aa1c8c772b3b53,경기도,안성시,청산농장,경기도 안성시 공도읍 문터길 87,37.0153418419,127.1941376365,닭,산란계,100000,2025-05-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
5b79ff2826d6557e54701f24ecf6e446,경기도,안성시,청산오리농장,경기도 안성시 원곡면 성주리 190번지,37.0803996,127.1656028,오리,,20000,2019-06-30,2025-12-10,,0,77.3,-9.9,3.1,1.9857142857142858
610691f3447ea847efc7ef44e5e72b7d,경기도,안성시,청원농장,경기도 안성시 보개면 보개산로 291-44,37.0466702514,127.3375199869,닭,산란계,15000,2025-05-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
3509ea69b989babdcdd9dda6cc164518,경기도,안성시,청원농장,경기도 안성시 보개면 북좌리 11번지,37.0466702514,127.3375199869,닭,산란계,15000,2021-07-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
bcef5208622399c1653a95c0e3d816f3,경기도,안성시,초원농장,"경기도 안성시 보개면 내방리 271번지 3호 외2필(271-4,271-5)",37.0181319,127.3091795,오리,,12000,2018-12-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
742b5b8a5d9c4b2806b64a687dfbb3c5,경기도,안성시,초원농장,경기도 안성시 보개면 내방리 271번지 4호,37.0181705018,127.3096789431,닭,육계,50000,2021-07-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
53b9ec5f1c8729d8e5b9c810c4520377,경기도,안성시,큰오리농장,"경기도 안성시 일죽면 능국리 674번지 , 659-1번지, 659-5번지",37.1127393,127.4883479,오리,,5000,2020-07-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
2df1725c168947234794e94b64e7cd00,경기도,안성시,큰오리농장,"경기도 안성시 일죽면 산북리 607번지 1호 , 607-2번지",37.0812442,127.502216,오리,,6000,2020-07-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
f980da0886ceb032f401e067077a6cb1,경기도,안성시,큰오리농장,"경기도 안성시 일죽면 월정리 1727번지 , 1728번지, 1728-1번지, 1729번지, 1730번지",37.0806274,127.4584646,오리,,12000,2020-07-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
