farm_id,farm_code,name,address,lat,lng,livestock_type,livestock_count,livestock_unit,created_at,updated_at
c88c0f721d1c63a9f2ec683ceb49dc0a,ANSEONG-264,준 농장,경기도 안성시 미양면 서변1길 55-24,36.949497460325,127.236181023,닭-육계,61400,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
9e4e6ab1d45c79df7661fe2225e74ff0,ANSEONG-265,중대농장,경기도 안성시 보개면 불현리 산 119번지 1호,37.0266737702695,127.279179746112,닭-산란계,2300,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
312e70ecdcb5d4eff348a04bbd741ed6,ANSEONG-266,중영농장,경기도 안성시 미양면 고지리 210번지 1호,36.9569289121,127.2123660326,오리,20000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
fdc3dea79d73a18d2581477e27122c2e,ANSEONG-267,지현농장,경기도 안성시 금광면 구송동길 54,36.9973340479293,127.304892789259,닭-산란계,300,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
52a0d9f86f188110088d76769b739f63,ANSEONG-268,지현농장,경기도 안성시 금광면 내우리 103번지 2호,36.9974923418,127.3046731232,닭-산란계,300,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
76df663389ecc99121559317da23e2fb,ANSEONG-269,진가네농장,경기도 안성시 대덕면 삼한리 593번지 1호,37.0613151213,127.2747474306,닭-육계,40000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
9e9f8a1cd6463e73a3b672f461d6de4a,ANSEONG-270,진가네농장,경기도 안성시 대덕면 한사울길 81-34,37.0613217865108,127.274677713054,닭-육계,40000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
643fa0f081bc1b9d261f207c006250de,ANSEONG-271,진촌 농장,경기도 안성시 공도읍 진사리 112번지 4호,36.9874255881,127.1370077874,닭-산란계,13500,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
3112d65b891ee6fe8d472769d54d6625,ANSEONG-272,천일농장,경기도 안성시 보개면 곡천리 118번지,37.0289867029,127.2928995501,닭-육계,30000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
d5ea9785d469da23db8f66087cb075d5,ANSEONG-273,천하오리,경기도 안성시 일죽면 산북리 140번지,37.0807442,127.5117382,오리,8500,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
7d21d9db835012e666430f522dc16fa3,ANSEONG-274,천호농장,경기도 안성시 보개면 구사리 산 35번지 1호,37.0272473845,127.3037762251,닭-육계,30000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
530a4924f51c4ca90cef0fb0b6b25d28,ANSEONG-275,천호농장,경기도 안성시 보개면 남사당로 106-31,37.0272473845,127.3037762251,닭-육계,30000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
d6b68563217872fdd71a50c0cc450225,ANSEONG-276,청보농장,경기도 안성시 서운면 사갑1길 191-24,36.9287914859,127.24238445,오리,30000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
1e348ad9e54060b85a1893ab27991997,ANSEONG-277,청보농장,경기도 안성시 서운면 신흥리 248번지 외 5필지,36.9287914859,127.24238445,오리,30000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
cf204212ac197e2e9e97e1d7d5cde220,ANSEONG-278,청산농장,경기도 안성시 공도읍 마정리 433번지 2호,37.0153418419,127.1941376365,닭-산란계,100000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
716fa839990e810fe7aa1c8c772b3b53,ANSEONG-279,청산농장,경기도 안성시 공도읍 문터길 87,37.0153418419,127.1941376365,닭-산란계,100000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
5b79ff2826d6557e54701f24ecf6e446,ANSEONG-280,청산오리농장,경기도 안성시 원곡면 성주리 190번지,37.0803996,127.1656028,오리,20000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
610691f3447ea847efc7ef44e5e72b7d,ANSEONG-281,청원농장,경기도 안성시 보개면 보개산로 291-44,37.0466702514,127.3375199869,닭-산란계,15000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
3509ea69b989babdcdd9dda6cc164518,ANSEONG-282,청원농장,경기도 안성시 보개면 북좌리 11번지,37.0466702514,127.3375199869,닭-산란계,15000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
bcef5208622399c1653a95c0e3d816f3,ANSEONG-283,초원농장,"경기도 안성시 보개면 내방리 271번지 3호 외2필(271-4,271-5)",37.0181319,127.3091795,오리,12000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
742b5b8a5d9c4b2806b64a687dfbb3c5,ANSEONG-284,초원농장,경기도 안성시 보개면 내방리 271번지 4호,37.0181705018,127.3096789431,닭-육계,50000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
53b9ec5f1c8729d8e5b9c810c4520377,ANSEONG-285,큰오리농장,"경기도 안성시 일죽면 능국리 674번지 , 659-1번지, 659-5번지",37.1127393,127.4883479,오리,5000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
2df1725c168947234794e94b64e7cd00,ANSEONG-286,큰오리농장,"경기도 안성시 일죽면 산북리 607번지 1호 , 607-2번지",37.0812442,127.502216,오리,6000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
f980da0886ceb032f401e067077a6cb1,ANSEONG-287,큰오리농장,"경기도 안성시 일죽면 월정리 1727번지 , 1728번지, 1728-1번지, 1729번지, 1730번지",37.0806274,127.4584646,오리,12000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
039cce97ae00f15896161fab718c5079,ANSEONG-288,큰오리농장1,경기도 안성시 일죽면 산북1길 45-27,37.0807666313,127.5022354165,오리,9000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
02442c93ee402669050cfa5326216677,ANSEONG-289,큰오리농장1,경기도 안성시 일죽면 산북리 607번지 2호,37.0813784922,127.5022839786,오리,9000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
f02d3ff350a7e82b8b0ce04aa5d9357b,ANSEONG-290,큰오리농장3,"경기도 안성시 일죽면 월정리 1727번지 , 1728번지, 1728-1번지, 1729번지, 1730번지",37.0806544924,127.4584648325,오리,14000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
762d2b2e07321f3869db01f5443fb766,ANSEONG-291,태양농장,경기도 안성시 보개면 상삼리 872번지 5호 외1 필지,37.0273572,127.3300074,닭-육계,29820,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
a6622d714de4ce4e7f9165ed9a5982d8,ANSEONG-292,텃골축산,경기도 안성시 일죽면 장암로 24-72 (외 3필지),37.0807076854,127.4700951915,닭-산란계,150000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
7d11077c661162df42860616dc00d120,ANSEONG-293,텃골축산,경기도 안성시 일죽면 장암리 411번지 27호 외 3필지,37.0807076854,127.4700951915,닭-산란계,150000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
2278aad54472e8398146730e95b12448,ANSEONG-294,판기농장,경기도 안성시 공도읍 진사리 115번지 1호,36.9878318,127.138088,닭-산란계,13000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
a1fca63a2b54e58d75609c69ec0a2b18,ANSEONG-295,팔봉농장,경기도 안성시 일죽면 장암리 438번지 3호,37.0756653049,127.4588132872,닭-육계,40000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
e8c88c8b176f60680d3e67ebc322b4d4,ANSEONG-296,팔봉농장,경기도 안성시 일죽면 장암초교길 123-14,37.0756686540661,127.458808533036,닭-육계,40000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
